id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
2021-1076970;29/09/2021;1;Vente;358000.0;235.0;None;GDE RUE DE LA GUILLOTIERE;3405;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0018;None;None;11;88.01;28;nan;None;nan;None;None;None;None;2;2;Appartement;90.0;4.0;None;None;None;None;nan;4.855834;45.748243;000AI
2021-1076970;29/09/2021;1;Vente;358000.0;235.0;None;GDE RUE DE LA GUILLOTIERE;3405;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0018;None;None;11;88.01;28;nan;None;nan;None;None;None;None;2;3;Dépendance;nan;0.0;None;None;None;None;nan;4.855834;45.748243;000AI
2021-1076970;29/09/2021;1;Vente;358000.0;235.0;None;GDE RUE DE LA GUILLOTIERE;3405;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0018;None;None;43;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.855834;45.748243;000AI
2021-1076045;24/09/2021;1;Vente;475000.0;31.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0019;None;None;102;nan;124;122.36;None;nan;None;None;None;None;2;2;Appartement;121.0;5.0;None;None;None;None;nan;4.856875;45.748105;000AI
2021-1076045;24/09/2021;1;Vente;475000.0;31.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0019;None;None;102;nan;124;122.36;None;nan;None;None;None;None;2;3;Dépendance;nan;0.0;None;None;None;None;nan;4.856875;45.748105;000AI
2021-1076045;24/09/2021;1;Vente;475000.0;31.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0019;None;None;102;nan;124;122.36;None;nan;None;None;None;None;2;3;Dépendance;nan;0.0;None;None;None;None;nan;4.856875;45.748105;000AI
2021-1076045;24/09/2021;1;Vente;475000.0;31.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0019;None;None;102;nan;124;122.36;None;nan;None;None;None;None;2;3;Dépendance;nan;0.0;None;None;None;None;nan;4.856875;45.748105;000AI
2021-1076045;24/09/2021;1;Vente;475000.0;29.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0019;None;None;71;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.856875;45.748105;000AI
2021-1075952;21/09/2021;1;Vente;265000.0;25.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0022;None;None;224;nan;239;53.1;None;nan;None;None;None;None;2;2;Appartement;53.0;2.0;None;None;None;None;nan;4.857097;45.748565;000AI
2021-1075952;21/09/2021;1;Vente;265000.0;25.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0022;None;None;224;nan;239;53.1;None;nan;None;None;None;None;2;3;Dépendance;nan;0.0;None;None;None;None;nan;4.857097;45.748565;000AI
2021-1075804;17/09/2021;1;Vente;188300.0;156.0;None;CRS GAMBETTA;2985;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0033;None;None;1;45.38;20;nan;None;nan;None;None;None;None;2;2;Appartement;47.0;1.0;None;None;None;None;nan;4.859004;45.749557;000AI
2021-1075439;09/09/2021;1;Vente;28000.0;36.0;None;RUE ABBE BOISARD;10;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0105;None;None;75;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.855532;45.7499;000AI
2021-1074823;03/09/2021;1;Vente;380310.0;15.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0096;None;None;30;nan;44;nan;None;nan;None;None;None;None;2;2;Appartement;68.0;3.0;None;None;None;None;nan;4.856974;45.749378;000AI
2021-1074823;03/09/2021;1;Vente;380310.0;15.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0096;None;None;30;nan;44;nan;None;nan;None;None;None;None;2;3;Dépendance;nan;0.0;None;None;None;None;nan;4.856974;45.749378;000AI
2021-1074823;03/09/2021;1;Vente;380310.0;15.0;None;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0096;None;None;66;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.856974;45.749378;000AI
2021-1075256;01/09/2021;1;Vente;278150.0;36.0;None;RUE ABBE BOISARD;10;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0105;None;None;1;50.39;None;nan;None;nan;None;None;None;None;1;2;Appartement;49.0;1.0;None;None;None;None;nan;4.855532;45.7499;000AI
2021-1075256;01/09/2021;1;Vente;278150.0;36.0;None;RUE ABBE BOISARD;10;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0105;None;None;1;50.39;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.855532;45.7499;000AI
2021-1075736;31/08/2021;1;Vente;22000.0;27.0;None;RUE VICTORIEN SARDOU;7415;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0092;None;None;13;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.855;45.74875;000AI
2021-1075006;26/08/2021;1;Vente;158000.0;227.0;None;GDE RUE DE LA GUILLOTIERE;3405;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0092;None;None;201;27.71;None;nan;None;nan;None;None;None;None;1;2;Appartement;27.0;1.0;None;None;None;None;nan;4.855;45.74875;000AI
2021-1074227;06/08/2021;1;Vente;27000.0;229.0;None;GDE RUE DE LA GUILLOTIERE;3405;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0015;None;None;61;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.855165;45.748553;000AI
2021-1074009;05/08/2021;1;Vente;407400.0;15.0;None;RUE VICTORIEN SARDOU;7415;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0105;None;None;61;nan;None;nan;None;nan;None;None;None;None;1;2;Appartement;67.0;3.0;None;None;None;None;nan;4.855532;45.7499;000AI
2021-1074009;05/08/2021;1;Vente;407400.0;15.0;None;RUE VICTORIEN SARDOU;7415;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0105;None;None;107;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.855532;45.7499;000AI
2021-1074009;05/08/2021;1;Vente;407400.0;15.0;None;RUE VICTORIEN SARDOU;7415;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0105;None;None;61;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.855532;45.7499;000AI
2021-1074404;03/08/2021;1;Vente;368110.0;24.0;None;RUE PIERRE ROBIN;5510;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0021;None;None;29;70.28;57;nan;None;nan;None;None;None;None;2;2;Appartement;72.0;3.0;None;None;None;None;nan;4.857417;45.748167;000AI
2021-1074404;03/08/2021;1;Vente;368110.0;22.0;None;RUE PIERRE ROBIN;5510;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0021;None;None;108;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.857417;45.748167;000AI
2021-1074404;03/08/2021;1;Vente;368110.0;24.0;None;RUE PIERRE ROBIN;5510;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0021;None;None;29;70.28;57;nan;None;nan;None;None;None;None;2;3;Dépendance;nan;0.0;None;None;None;None;nan;4.857417;45.748167;000AI
2021-1073134;26/07/2021;1;Vente;225000.0;14.0;B;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0011;None;None;2;nan;None;nan;None;nan;None;None;None;None;1;2;Appartement;54.0;3.0;None;None;None;None;nan;4.856341;45.749243;000AI
2021-1073134;26/07/2021;1;Vente;225000.0;14.0;B;RUE NICOLAI;5055;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0011;None;None;2;nan;None;nan;None;nan;None;None;None;None;1;3;Dépendance;nan;0.0;None;None;None;None;nan;4.856341;45.749243;000AI
2021-1072707;23/07/2021;1;Vente;450000.0;27.0;None;RUE VICTORIEN SARDOU;7415;69007;69387;Lyon 7e Arrondissement;69;None;None;69387000AI0092;None;None;137;86.08;71;nan;None;nan;None;None;None;None;2;2;Appartement;86.0;4.0;None;None;None;None;nan;4.855;45.74875;000AI
